Term,Hits,NLP_Entity_Hits,NLP_Identifier_Hits
Q8WTW4,13,0,28
Q12946,16,0,27
Q8TEA7,11,0,27
Q9HBM0,12,0,26
O14593,12,0,26
O76038,11,0,26
O14981,15,0,25
Q9NR23,13,0,25
Q9Y6V0,11,0,25
Q9NS39,12,0,24
Q96EK5,11,0,24
Q96PZ7,14,0,24
uniprot:o01761,32,0,24
P24855,18,0,23
Q9H0N0,13,0,23
O43424,12,0,23
A6NHR9,21,0,22
Q9NUQ3,16,0,22
Q9NZV5,17,0,22
Q8NBF1,12,0,22
O75072,19,0,21
Q0VAM2,12,0,21
Q14CZ8,11,0,21
uniprot:q9y048,17,0,21
Q9NP08,11,0,20
Q7Z2Y5,12,0,20
Q16281,13,0,20
Q5H8C1,13,0,19
Q96BJ8,13,0,19
P50219,13,0,19
Q49MI3,16,0,19
P49221,11,0,19
Q8NEV4,22,0,18
O43719,16,0,18
O95409,12,0,18
O15335,11,0,18
Q6PJF5,11,0,18
Q9Y3A5,15,0,17
Q6ZNG2,12,0,17
Q15744,11,0,17
Q9NTU7,11,0,17
Q96QU1,13,0,17
P17010,37,0,16
Q9NPF8,16,0,16
Q9NYQ6,16,0,16
P50851,12,0,16
Q9H2D6,11,0,16
O75602,14,0,15
O95076,14,0,15
O75493,14,0,15
Q96IR7,11,0,15
Q495N2,11,0,15
Q9Y2T5,11,0,15
Q9Y6Y1,11,0,15
O14948,12,0,15
Q8TAD2,12,0,15
P29376,11,0,15
P35542,17,0,14
Q9BVC3,13,0,14
Q9UK85,11,0,14
Q9UPW0,12,0,14
Q9NYQ7,12,0,14
Q9UMZ2,11,0,14
Q9NPC4,19,0,13
Q9NUM4,17,0,13
P22676,17,0,13
O14602,15,0,13
P78539,11,0,13
O14813,13,0,12
Q8TB36,13,0,12
O15453,11,0,12
P78414,11,0,12
O75840,11,0,12
Q15057,15,0,11
Q9UNK9,16,0,11
p08f94,14,0,11
Q8WY36,16,0,11
Q9H4L7,13,0,11
Q6Y7W6,14,0,11
O00192,11,0,11
Q9HCL0,12,0,11
Q9NZT2,14,0,10
P08118,13,0,10
Q5SZK8,11,0,10
Q9NZR4,13,0,10
P20231,12,0,10
Q8NHH9,14,0,10
Q8NBS3,13,0,9
Q5EBM0,11,0,9
Q7Z3G6,12,0,9
P12524,11,0,9
Q5T5C0,12,0,9
uniprot:p91124,29,0,9
Q76M96,16,0,8
Q96AY3,15,0,8
Q8TAU0,12,0,8
Q8N8Q3,13,0,8
P56559,11,0,8
Q4G0P3,11,0,8
Q9Y222,11,0,8
Q7Z570,12,0,8
Q6V1P9,13,0,8
Q52LR7,11,0,8
Q9BQT9,12,0,7
Q8WUU4,11,0,7
Q9UQ10,11,0,7
Q6UY11,17,0,6
O60391,18,0,6
Q9H3T3,14,0,6
Q12768,16,0,6
P31267,13,0,6
O60393,11,0,6
P28039,11,0,6
O75792,11,0,6
Q9Y397,11,0,6
P43320,12,0,6
Q9UKN7,14,0,6
Q9NYP3,16,0,5
B1AK53,19,0,5
Q8IZ57,15,0,5
O95672,16,0,5
Q96SZ6,13,0,5
Q99680,13,0,5
O60667,14,0,5
Q6P0Q8,14,0,5
Q70CQ4,13,0,5
Q9HAT2,13,0,5
Q8N1G2,14,0,5
O76087,11,0,5
Q7Z5Q1,12,0,5
Q9BZA8,13,0,5
P58872,16,0,4
Q9BXI9,17,0,4
Q8N196,14,0,4
Q08830,14,0,4
Q9UEE9,14,0,4
A4D2P6,12,0,4
Q8TF17,12,0,4
Q1HG44,13,0,4
Q9HC35,12,0,4
Q63HQ2,13,0,4
Q15257,14,0,4
Q9UJ72,12,0,4
Q9ULK0,12,0,4
Q16627,13,0,4
Q96G97,20,0,3
Q96M93,19,0,3
Q9H2Y9,17,0,3
Q9UIA9,18,0,3
Q96RL7,16,0,3
O43405,17,0,3
Q6TDP4,13,0,3
Q9BR26,13,0,3
Q96QF7,13,0,3
O75445,16,0,3
Q9H8H2,16,0,3
P53814,16,0,3
Q8N653,12,0,3
Q8TF64,11,0,3
Q9Y2L6,11,0,3
O60443,12,0,3
Q8IZP6,12,0,3
Q7Z7A4,14,0,3
P17050,11,0,3
Q96P69,11,0,3
O75363,17,0,2
Q7Z429,19,0,2
Q9UKU6,17,0,2
P51816,14,0,2
Q9P0M6,14,0,2
Q9BZW5,16,0,2
Q5JU85,13,0,2
Q9UG63,13,0,2
Q96JQ2,14,0,2
Q6ZSM3,15,0,2
Q9Y5I3,12,0,2
P23759,14,0,2
A4FU01,11,0,2
O75309,11,0,2
Q8IZP9,11,0,2
Q8TCI5,12,0,2
Q9ULC0,12,0,2
Q9Y534,12,0,2
O95881,13,0,2
Q32MK0,13,0,2
Q9UQV4,15,0,2
A4FU69,11,0,2
Q2WEN9,11,0,2
Q9H6B4,11,0,2
Q6UB99,12,0,2
Q9BY21,15,0,2
O43657,11,0,2
P57727,11,0,2
Q6ZN30,11,0,2
Q7Z3E2,11,0,2
Q9NXI6,11,0,2
O60928,11,0,2
A8K2U0,29,0,1
Q8TE73,18,0,1
Q2TB90,17,0,1
Q9Y5B6,18,0,1
Q96CU9,18,0,1
O95754,17,0,1
Q9H320,18,0,1
Q9UPZ3,16,0,1
Q9NZS9,18,0,1
Q3SXY7,17,0,1
Q9H8L6,13,0,1
Q9NX40,13,0,1
Q7Z304,14,0,1
Q9Y312,14,0,1
Q5VWZ2,15,0,1
Q9UI46,15,0,1
Q9HCM7,12,0,1
Q9Y328,12,0,1
O95834,13,0,1
Q7L8C5,13,0,1
Q9P281,13,0,1
Q8WY54,14,0,1
Q9HAC7,14,0,1
O76031,11,0,1
P60602,11,0,1
Q8N2H3,11,0,1
Q9NT68,11,0,1
Q6UXS9,12,0,1
Q8N3J2,12,0,1
Q96HJ9,12,0,1
Q8TB73,12,0,1
O95428,14,0,1
Q5JUK3,14,0,1
Q96A22,11,0,1
Q9UD57,11,0,1
Q2WGN9,12,0,1
Q96C11,12,0,1
Q9Y2W3,12,0,1
P03901,13,0,1
Q6UWP2,11,0,1
O15218,14,0,1
P04808,11,0,1
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,43,0,0
LZTR1,30,0,0
Q5QGS0,23,0,0
Q53GA5,31,0,0
ASXL3,43,0,0
VPS13B,52,0,0
Q9Y3R5,19,0,0
Q6UWS5,20,0,0
U3KPV4,20,0,0
MFSD8,19,0,0
GPR174,20,0,0
Activation of TRKA receptors,19,0,0
Q96DW6,21,0,0
SPATA7,28,0,0
NBPF10,17,0,0
Q9BUW7,17,0,0
Q9NPA0,18,0,0
VTCN1,19,0,0
DGCR2,22,0,0
FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,23,0,0
NAGPA,16,0,0
Q8N5I9,16,0,0
IGSF3,29,0,0
CSMD3,51,0,0
glycolisis,17,0,0
PRR12,18,0,0
Q6WRI0,19,0,0
Q5H943,18,0,0
MACROD2,55,0,0
Q9BZV3,15,0,0
Q9Y3B6,15,0,0
Q96I51,15,0,0
Q96FZ2,15,0,0
Q8NHS3,15,0,0
Q9NSK7,15,0,0
Q96C74,15,0,0
RC3H1,15,0,0
IRF2BPL,16,0,0
EIF2AK4,17,0,0
Q9Y3Q7,16,0,0
A1Z1Q3,17,0,0
Q0P670,17,0,0
PRDM12,17,0,0
Q9H6A9,17,0,0
Q53F39,18,0,0
katnal2,18,0,0
DRAM2,23,0,0
IMPG2,21,0,0
R-MMU-1799339,22,0,0
TENM3,24,0,0
ABI3BP,26,0,0
prune2,27,0,0
abhd2,30,0,0
Q5VW22,14,0,0
GOLGA8A,51,0,0
Q6ZMN7,14,0,0
Q5EBN2,14,0,0
Q96IU2,14,0,0
SNX14,14,0,0
A6NF83,15,0,0
P0CJ86,15,0,0
Q9BY42,15,0,0
Q68BL8,15,0,0
R-MMU-72706,15,0,0
LUZP2,16,0,0
A0A0B4J248,16,0,0
ZBTB18,15,0,0
Solanum Lycopersicum,15,0,0
Npas3,16,0,0
Q496A3,16,0,0
Q08AI6,16,0,0
Q5VW36,16,0,0
Q9BWV3,16,0,0
ZBED3,16,0,0
Q4KMZ8,18,0,0
Q8N427,17,0,0
Q17RH7,18,0,0
Q6P1M9,17,0,0
AP5Z1,21,0,0
Pcdh9,33,0,0
USP9Y,29,0,0
H7BZ55,13,0,0
AAGAB,54,0,0
GREB1L,42,0,0
ASTN1,39,0,0
MFSD12,106,0,0
hippo/warts,13,0,0
A8MT70,13,0,0
Q4J6C6,13,0,0
MSTO1,13,0,0
Q8N7I0,13,0,0
Q8N6L1,13,0,0
Q7Z465,13,0,0
A6NDN3,14,0,0
C4orf48,14,0,0
SKOR1,13,0,0
SIPA1L3,13,0,0
FRA10AC1,14,0,0
DAZ1,14,0,0
MIPEP,14,0,0
MYO18B,14,0,0
O96005,14,0,0
OTUD6B,14,0,0
Q6NV74,14,0,0
Q14667,14,0,0
RASEF,14,0,0
Q9BQ61,14,0,0
CLCC1,15,0,0
ADGRG6,15,0,0
SLC25A24,14,0,0
O15021,15,0,0
Q0VAA2,15,0,0
Q6ZSY5,15,0,0
Q2VYF4,15,0,0
wdr81,15,0,0
ZNF182,15,0,0
APEX2,16,0,0
Q5TZJ5,16,0,0
PASD1,16,0,0
Q4V321,16,0,0
Q52M75,16,0,0
Q8WZ79,16,0,0
Q96P71,16,0,0
Q8TC27,16,0,0
DHRS2,17,0,0
Q8N7U6,16,0,0
Q96LQ0,17,0,0
Q9NPR2,17,0,0
Q9ULZ0,17,0,0
ACTL7A,18,0,0
C12orf57,18,0,0
Q8WUY1,19,0,0
CST7,18,0,0
FOXS1,18,0,0
POTEE,18,0,0
DNAJC17,19,0,0
FSCN2,22,0,0
serpinb11,20,0,0
VPS13C,23,0,0
PCNP,38,0,0
pgam4,12,0,0
NLRP9,12,0,0
Q6Q6R5,12,0,0
Q6ZT12,12,0,0
Q5R3I4,12,0,0
Q14CZ0,12,0,0
Q6ZWK6,12,0,0
Q7RTY1,12,0,0
Q9UEU5,12,0,0
Q7Z7G0,12,0,0
q96j86,12,0,0
Q7Z2R9,12,0,0
ZC3H14,12,0,0
TARBP1,12,0,0
ZNF185,12,0,0
MPLKIP,13,0,0
KPTN,13,0,0
P59773,13,0,0
P02689,13,0,0
PDZD8,13,0,0
Q68DQ2,13,0,0
Q15032,13,0,0
Q49AJ0,13,0,0
Q6DKI7,13,0,0
Q6NUT3,13,0,0
Q8TD33,13,0,0
Q6UXP3,13,0,0
Q8TAG5,13,0,0
Q6P087,13,0,0
Q8N7L0,13,0,0
Q96N23,13,0,0
Q9BSG0,13,0,0
Q96IZ6,13,0,0
R-MMU-975956,13,0,0
Q9H579,13,0,0
Q9NPH6,13,0,0
Q9BXM9,13,0,0
SLFN5,13,0,0
CORO2B,14,0,0
TENM2,13,0,0
Q52LD8,14,0,0
Q4G0A6,14,0,0
POLR2J2,14,0,0
Q4W5N1,14,0,0
Q9HAE3,14,0,0
Q6UW63,14,0,0
Q9H501,14,0,0
Q96A23,14,0,0
Q86UD1,14,0,0
RGPD3,14,0,0
Rspry1,14,0,0
SLC43A3,14,0,0
SLC22A10,14,0,0
MIDN,15,0,0
DCHS1,15,0,0
arglu1,16,0,0
Q96AM1,15,0,0
STXBP5L,16,0,0
ODF3,16,0,0
LAMP3,16,0,0
ZBTB34,16,0,0
C2CD4B,17,0,0
tmem138,16,0,0
MXRA5,17,0,0
R-MMU-2426168,17,0,0
TMTC1,17,0,0
GRIN3A,21,0,0
BRWD3,21,0,0
DNAH11,20,0,0
DHX40,31,0,0
RILPL2,26,0,0
CHTF8,31,0,0
C2orf88,30,0,0
SPATA19,30,0,0
MYPN,52,0,0
CCDC78,40,0,0
ZFAND3,39,0,0
RSRC1,34,0,0
LMBR1L,44,0,0
A8MYZ5,11,0,0
ADGRA3,11,0,0
A0A0B4J266,11,0,0
CARMIL3,11,0,0
A4D250,11,0,0
P0CW24,11,0,0
myo1f,11,0,0
P0CG34,11,0,0
PDE3B signalling,11,0,0
P84101,11,0,0
P46095,11,0,0
Q6P093,11,0,0
Q03938,11,0,0
Q5SQH8,11,0,0
Q6RI45,11,0,0
Q0VDD8,11,0,0
Q6ZMZ3,11,0,0
Q7Z7K0,11,0,0
Q8NDH6,11,0,0
Q6W3E5,11,0,0
Q7Z7L8,11,0,0
Q8IYD9,11,0,0
Q9H4B0,11,0,0
Q9H3Y0,11,0,0
rnf113a,11,0,0
rgpd8,11,0,0
wdr73,11,0,0
TESMIN,11,0,0
SLC22A14,11,0,0
A0A5B9,12,0,0
CILP2,12,0,0
A6NKL6,12,0,0
A4D126,12,0,0
xpo7,11,0,0
A6NK97,12,0,0
A6NGN9,12,0,0
DSTYK,12,0,0
DNASE2B,12,0,0
GLCCI1,12,0,0
glycosis,12,0,0
O60813,12,0,0
Q3MIX3,12,0,0
Q14154,12,0,0
PLEK2,12,0,0
Q658N2,12,0,0
Q4W5G0,12,0,0
Q8IZM9,12,0,0
Q8N319,12,0,0
Q6ZT07,12,0,0
q6zqr2,12,0,0
Q8N8D9,12,0,0
Q86VZ4,12,0,0
Q8N413,12,0,0
Q8WXE0,12,0,0
Q96DC8,12,0,0
Q8NCC5,12,0,0
Q8NFN8,12,0,0
RP1L1,12,0,0
Q9H799,12,0,0
SHROOM4,12,0,0
B2RC85,13,0,0
WRAP73,12,0,0
DNAH1,13,0,0
INSRR,13,0,0
IQSEC3,13,0,0
IKZF5,13,0,0
O95626,13,0,0
Q5GH77,13,0,0
Q6J272,13,0,0
Q86SQ3,13,0,0
Q96HP4,13,0,0
Q8WWW8,13,0,0
Q9NVE5,13,0,0
Q9BWX1,13,0,0
ZNF81,13,0,0
TM2D3,13,0,0
Q9BX93,14,0,0
P78332,14,0,0
Q9HBT6,14,0,0
RNPEP,14,0,0
Ankrd7,15,0,0
RAB40AL,15,0,0
C11orf80,16,0,0
R-MMU-69205,16,0,0
ACTRT2,17,0,0
MOB3B,16,0,0
ZNF598,16,0,0
CDK20,18,0,0
tbxt,17,0,0
KDM4E,18,0,0
PLA2G12B,18,0,0
calr3,19,0,0
TAPT1,18,0,0
PSMG2,19,0,0
SERPINA9,18,0,0
WDR17,26,0,0
PRDM15,22,0,0
ZNF653,26,0,0
GLIPR2,30,0,0
WDFY4,39,0,0
CCDC73,39,0,0
VPS13D,43,0,0
A6NJG6,11,0,0
A0A0C5B5G6,11,0,0
A0A096LP49,11,0,0
A8MZ26,11,0,0
C1QTNF9B,11,0,0
SPECC1,78,0,0
CASKIN2,11,0,0
CPLANE1,11,0,0
CECR2,11,0,0
CRYBB3,11,0,0
FAM83G,11,0,0
FNDC1,11,0,0
FAM30A,11,0,0
FNDC3A,11,0,0
glutaminolysis,11,0,0
GTF2IRD2B,11,0,0
GPR182,11,0,0
JPH1,11,0,0
METTL2B,11,0,0
KIAA0040,11,0,0
MRGPRX2,11,0,0
O95170,11,0,0
Q5CZC0,11,0,0
PRRC2C,11,0,0
Q5VTT2,11,0,0
Q7Z6M3,11,0,0
Q8N1T3,11,0,0
Q8IZC4,11,0,0
Q6ZW05,11,0,0
Q6ZS30,11,0,0
Q8NB25,11,0,0
Q8IXT1,11,0,0
Q9H0U9,11,0,0
Q9BTE6,11,0,0
Q99865,11,0,0
Q9C0G6,11,0,0
Q9NS66,11,0,0
Q9BY71,11,0,0
Q9Y267,11,0,0
Q9NWM3,11,0,0
R-MMU-573389,11,0,0
VPS26C,11,0,0
VIPAS39,11,0,0
RFPL2,11,0,0
UNC13A,11,0,0
SETD5,11,0,0
SLC25A45,11,0,0
CRYGD,12,0,0
C11orf54,12,0,0
ASPRV1,12,0,0
A0A578,12,0,0
DNAJC4,12,0,0
FBXO39,12,0,0
GSDME,12,0,0
DNAH8,12,0,0
KCNT2,12,0,0
Q15049,12,0,0
Q5VUY0,12,0,0
Q7Z5M5,12,0,0
Q8IYB7,12,0,0
Q9NX07,12,0,0
Q9HBR0,12,0,0
SGCZ,12,0,0
SH3BGRL2,12,0,0
3_utr_mediated_translational_regulation,13,0,0
ADGRV1,13,0,0
ZBTB21,12,0,0
TRIM47,12,0,0
SLC35D3,12,0,0
DNAH10,13,0,0
FOCAD,13,0,0
CLN8,13,0,0
CROCC,13,0,0
GLI4,13,0,0
GGTLC1,13,0,0
pyroxd1,13,0,0
NLRP5,13,0,0
Q96TA0,13,0,0
Q9HC10,13,0,0
Q9BVR0,13,0,0
SH3BGRL3,13,0,0
ZNF628,13,0,0
TGM6,13,0,0
TBC1D23,13,0,0
TMEM70,13,0,0
ALKBH7,14,0,0
PMCHL1,14,0,0
P07311,14,0,0
Q6ZS72,14,0,0
wdr47,14,0,0
R-MMU-912497,14,0,0
ACYP1,15,0,0
TBX10,14,0,0
SPATA6,14,0,0
SLC22A25,14,0,0
SLC45A1,14,0,0
TTC12,15,0,0
TMEM123,15,0,0
C9orf116,16,0,0
BCORL1,16,0,0
CASD1,16,0,0
SPANXA1,15,0,0
GNPTG,16,0,0
klhdc10,16,0,0
p75NTR regulates axonogenesis,19,0,0
SVOPL,19,0,0
KIAA0100,20,0,0
NOC3L,30,0,0
SLC25A31,26,0,0
KLHL15,27,0,0
CISD1,40,0,0
PATL2,39,0,0
SCAF4,35,0,0
CRTAC1,46,0,0
CSMD2,41,0,0
NACC2,42,0,0
CDCP2,11,0,0
CHURC1,11,0,0
CRYGC,11,0,0
C20orf194,11,0,0
CRELD1,11,0,0
CPAMD8,11,0,0
DMRTC2,11,0,0
Dnajc21,11,0,0
immp2l,11,0,0
GXYLT2,11,0,0
IKBIP,11,0,0
MAATS1,11,0,0
NXNL2,11,0,0
MDS2,11,0,0
KIAA0586,11,0,0
P0CK97,11,0,0
Q5HY64,11,0,0
Q8N1L1,11,0,0
Q5T011,11,0,0
Q9NY74,11,0,0
Q9H426,11,0,0
Q9Y5E1,11,0,0
Q96FN9,11,0,0
Q9P225,11,0,0
Q9Y5F1,11,0,0
Q96HH9,11,0,0
Q9Y5F9,11,0,0
Q9Y5I2,11,0,0
TASP1,11,0,0
TIMD4,11,0,0
SLC22A20P,11,0,0
s100a5,11,0,0
ANKRD30B,12,0,0
ARL14,12,0,0
CST8,12,0,0
CNTNAP3,12,0,0
EMC10,12,0,0
GTDC1,12,0,0
GULP1,12,0,0
KLHL31,12,0,0
PPP1R1C,12,0,0
q7z4h8,12,0,0
Q8NEW7,12,0,0
CRYBB2,13,0,0
CDHR5,13,0,0
ERMN,13,0,0
CTAGE1,13,0,0
DIP2B,13,0,0
METRNL,13,0,0
IPO11,13,0,0
OXSM,13,0,0
Q5VTL8,13,0,0
LHFPL3,14,0,0
ETV7,14,0,0
FAM90A9P,14,0,0
DPRX,14,0,0
Q7RTU9,13,0,0
PCDH12,14,0,0
PSMG4,14,0,0
SPANXA2,14,0,0
5696068,15,0,0
VWA3B,14,0,0
CDH16,15,0,0
CUZD1,15,0,0
GABRP,16,0,0
ANP32C,16,0,0
R-MMU-1221633,16,0,0
BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members,16,0,0
KBTBD4,16,0,0
ZC3H12B,16,0,0
PLAC9,18,0,0
GPR89A,25,0,0
IGSF10,24,0,0
AARSD1,24,0,0
SLC25A33,23,0,0
NBPF20,24,0,0
SPRR4,23,0,0
SLC25A34,23,0,0
PCDHAC2,28,0,0
LYZL4,28,0,0
TTC39B,27,0,0
CSNK1G3,29,0,0
GPR141,29,0,0
KLHDC1,28,0,0
CLMN,29,0,0
KLHDC2,28,0,0
AKR1E2,34,0,0
NKAIN3,35,0,0
CCNY,33,0,0
TP53TG3,39,0,0
DRGX,39,0,0
ADGB,41,0,0
ERGIC2,50,0,0
ZNF117,49,0,0
NBEAP1,48,0,0
ATRNL1,48,0,0
POU5F1B,50,0,0
A5D6Y3,11,0,0
APOL4,11,0,0
ASCL4,11,0,0
DMRTC1,11,0,0
CT47A10,11,0,0
CFAP410,11,0,0
BPIFC,11,0,0
ERI3,11,0,0
DTHD1,11,0,0
DNAH12,11,0,0
IRX4,11,0,0
IGFL2,11,0,0
FAM136A,11,0,0
R-HSA-109688,11,0,0
ZNF469,11,0,0
AMZ1,12,0,0
ADPRHL1,12,0,0
SCRN3,11,0,0
SLC16A12,11,0,0
HHLA3,12,0,0
dnajc10,12,0,0
GMFB,12,0,0
GRXCR2,12,0,0
RNFT1,12,0,0
Q32MN7,12,0,0
SHISA7,12,0,0
ZNF142,12,0,0
C1QTNF8,13,0,0
ALPK3,13,0,0
AKTIP,13,0,0
C2CD4A,13,0,0
CASC1,13,0,0
C2CD4C,13,0,0
APOL5,13,0,0
slc6a16,12,0,0
FAM50A,13,0,0
CPNE5,13,0,0
GTPBP6,13,0,0
ISOC2,13,0,0
CLEC18A,13,0,0
COX7B2,13,0,0
HHLA1,13,0,0
PCDHGA9,13,0,0
TEKT2,13,0,0
Q14568,13,0,0
Q59F09,13,0,0
LLPH,14,0,0
CPA5,14,0,0
Q6IAN0,14,0,0
HHATL,14,0,0
ZC3H12D,14,0,0
FBXO47,15,0,0
LACRT,15,0,0
ZGLP1,16,0,0
LRRC37A2,21,0,0
GPR63,20,0,0
Fcrla,18,0,0
TMEM185A,19,0,0
SLC25A38,22,0,0
SEL1L2,21,0,0
ZFHX2,22,0,0
REG1B,26,0,0
KLHL14,25,0,0
SCGB1C1,24,0,0
ADAP2,30,0,0
CDC42EP4,30,0,0
LAMB4,30,0,0
DISP1,30,0,0
ZBTB7C,33,0,0
ZNF407,31,0,0
TONSL,39,0,0
C15orf48,124,0,0
CPXM2,45,0,0
CASC2,41,0,0
SLC36A3,52,0,0
CCDC88A,11,0,0
ANKRD16,11,0,0
CCDC86,11,0,0
CRYZL1,11,0,0
ADTRP,11,0,0
EPB41L4B,11,0,0
FADS3,11,0,0
PMCHL2,11,0,0
GCOM2,11,0,0
FAM57A,11,0,0
NKX1-1,11,0,0
Q9HBH1,11,0,0
PPP1R14C,11,0,0
REACT_602,11,0,0
REACT_1725,11,0,0
PTPRCAP,11,0,0
Q8N1G4,11,0,0
SIAH3,11,0,0
SLC22A24,11,0,0
SLX4IP,11,0,0
tmem8c,11,0,0
acrbp,12,0,0
ARGFX,12,0,0
TPSG1,11,0,0
ARL14EP,12,0,0
ZDHHC20,11,0,0
LIMCH1,12,0,0
GLT6D1,12,0,0
parpbp,12,0,0
KANSL1L,12,0,0
GAGE13,12,0,0
PCDHA11,12,0,0
PSMG3,12,0,0
reactome_3_utr_mediated_translational_regulation,12,0,0
Q8TDI8,12,0,0
PCDHA10,12,0,0
SPEF1,12,0,0
CYTL1,13,0,0
AP1AR,13,0,0
THNSL1,12,0,0
RNF207,13,0,0
SPEF2,12,0,0
UNC5CL,14,0,0
TMEM38A,13,0,0
TMEM38B,13,0,0
ANP32D,15,0,0
DPCR1,17,0,0
Lingo2,16,0,0
PRH2,16,0,0
PRSS33,16,0,0
C12orf66,16,0,0
METRN,20,0,0
ABHD17B,18,0,0
DEXI,18,0,0
ABHD17C,18,0,0
MTRNR2L1,17,0,0
TRABD2A,17,0,0
ZFP41,21,0,0
DHRS12,23,0,0
MYLK4,21,0,0
KIAA1324L,24,0,0
CDK2AP2,23,0,0
ZNF385B,27,0,0
TMEM256,24,0,0
RAB6C,25,0,0
SIPA1L2,24,0,0
PLGLB1,30,0,0
nkain1,33,0,0
MRGPRF,32,0,0
STK32B,33,0,0
MAGEH1,33,0,0
DHRS13,29,0,0
SPIN2B,30,0,0
SDR42E1,33,0,0
TMEM165,40,0,0
PNMA3,40,0,0
FBXO16,36,0,0
CNTLN,36,0,0
SYT15,34,0,0
101060747,11,0,0
CT45A2,44,0,0
CDH26,47,0,0
RAPGEF5,50,0,0
CASP5,59,0,0
CLEC18C,11,0,0
FSCB,11,0,0
Q9HB31,11,0,0
SMR3B,11,0,0
SLC31A2,11,0,0
HELB,12,0,0
TMSB4Y,11,0,0
BRI3BP,12,0,0
cep112,12,0,0
TECPR2,11,0,0
PNMA6A,12,0,0
PCDHA12,12,0,0
LZIC,12,0,0
MXRA7,13,0,0
MAGED4B,14,0,0
FCRLB,13,0,0
TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,14,0,0
EIF1B,13,0,0
baiap2l2,14,0,0
PLAC4,15,0,0
SCGB2B2,17,0,0
FSD1L,20,0,0
LGALS12,21,0,0
CPXM1,20,0,0
TPD52L3,20,0,0
GPR89B,22,0,0
SLC25A36,20,0,0
SLC38A6,18,0,0
SLC25A39,20,0,0
INSL4,23,0,0
C6orf89,28,0,0
USP27X,31,0,0
ARMC3,32,0,0
SPATA17,24,0,0
MTCH1,37,0,0
WDR37,33,0,0
TEX28,35,0,0
DNAH6,36,0,0
GOLGA8B,42,0,0
FTCDNL1,41,0,0
DAZ3,35,0,0
IGSF5,40,0,0
NT5DC2,11,0,0
NSRP1,58,0,0
NKAIN2,59,0,0
R-HSA-69300,11,0,0
LRRC17,11,0,0
LIMD2,12,0,0
RWDD2B,11,0,0
C9orf114,12,0,0
LHFPL4,12,0,0
FCRL6,12,0,0
IQCA1,12,0,0
KIAA1210,12,0,0
MTRNR2L2,15,0,0
ZC3H12C,12,0,0
GPR62,17,0,0
TRBC2,17,0,0
Q8N357,13,0,0
IGLL5,17,0,0
SLC25A35,19,0,0
CLEC18B,32,0,0
CDADC1,27,0,0
GPR146,26,0,0
HN1L,29,0,0
GRID2IP,28,0,0
SLC22A9,25,0,0
SPANXN1,19,0,0
CT45A6,40,0,0
AP5B1,37,0,0
194223,11,0,0
C6orf106,11,0,0
CLASRP,11,0,0
GDPD4,11,0,0
Y_RNA,11,0,0
TP53TG3C,12,0,0
prss37,13,0,0
B4GALNT4,14,0,0
ANKRD20A1,12,0,0
TMEM133,12,0,0
METTL11B,11,0,0
ACRV1,12,0,0
Gatsl3,17,0,0
HIGD2A,15,0,0
CEP128,18,0,0
MIR22HG,17,0,0
OTOP2,16,0,0
GOLGA8K,17,0,0
C5orf47,19,0,0
C5orf42,19,0,0
C7orf61,20,0,0
HMGB4,19,0,0
FAM76A,23,0,0
TSPAN11,20,0,0
PRSS54,19,0,0
KCTD19,19,0,0
KCTD14,19,0,0
FAM171A1,28,0,0
LRP11,24,0,0
GLT8D1,23,0,0
ZFAND4,23,0,0
LYZL1,23,0,0
Bhlhe23,31,0,0
MTG2,28,0,0
LPHN2,31,0,0
C8orf48,36,0,0
C8orf49,36,0,0
BCAS4,33,0,0
C11orf31,36,0,0
TMEM132B,32,0,0
ZNF831,35,0,0
TTC27,32,0,0
CCSER1,34,0,0
ANKRD26P1,38,0,0
C3orf58,41,0,0
CCDC175,40,0,0
CCDC173,40,0,0
CCDC171,41,0,0
SIDT2,46,0,0
ALG1L2,11,0,0
PTAFR,72,0,0
AC093911.1,13,0,0
Q10Q65,11,0,0
PRSS35,12,0,0
CXorf58,13,0,0
hcg18,12,0,0
PRSS38,12,0,0
ARL13A,11,0,0
AGAP9,13,0,0
POTEB,13,0,0
gycolysis,13,0,0
TMEM185B,13,0,0
MTRNR2L8,14,0,0
POTEM,13,0,0
TMEM37,13,0,0
TMEM246,15,0,0
APCDD1L,16,0,0
ABTB2,16,0,0
RFPL4B,16,0,0
LINC00877,17,0,0
AADACL3,16,0,0
FAM27A,16,0,0
ANAPC1P1,17,0,0
PRAC2,16,0,0
AADACL4,16,0,0
PQLC3,17,0,0
C1orf234,18,0,0
FAM159A,18,0,0
EIF3FP3,18,0,0
RN7SL3,17,0,0
FAM102B,18,0,0
RN7SL1,17,0,0
EFCC1,19,0,0
EFCAB12,18,0,0
ABHD12B,18,0,0
KIR3DX1,18,0,0
AC006926.1,21,0,0
TMEM257,20,0,0
LDLRAD2,19,0,0
AC021218.2,21,0,0
SLC35F6,20,0,0
TEX36,25,0,0
TRIM51,21,0,0
AC009041.2,25,0,0
C7orf72,22,0,0
GPR148,22,0,0
FAM172A,23,0,0
UBE2Q2P2,24,0,0
